DATETIME,LEVEL_T1,LEVEL_T2,LEVEL_T3,LEVEL_T4,LEVEL_T5,LEVEL_T6,LEVEL_T7,FLOW_PU1,STATUS_PU1,FLOW_PU2,STATUS_PU2,FLOW_PU3,STATUS_PU3,FLOW_PU4,STATUS_PU4,FLOW_PU5,STATUS_PU5,FLOW_PU6,STATUS_PU6,FLOW_PU7,STATUS_PU7,FLOW_PU8,STATUS_PU8,FLOW_PU9,STATUS_PU9,FLOW_PU10,STATUS_PU10,FLOW_PU11,STATUS_PU11,FLOW_V2,STATUS_V2,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,ATT_FLAG
07/01/17 19,2.58,2.07,4.16,3.77,2.91,5.43,3.18,117.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.31,1,0,0,61.79,1,2.99,23.07,29.73,70.62,29.73,61.07,26.3,61.23,26.18,68.35,31.98,31.08,False
07/01/17 20,2.29,2.52,3.73,2.94,2.07,5.5,3.38,118.87,1,0,0,0,0,0,0,0,0,0,0,50.31,1,0,0,0,0,31.5,1,0,0,72.16,1,2.99,22.4,27.72,69.27,27.68,84.42,25.69,60.85,25.58,70.6,30.21,29.31,False
07/01/17 21,1.94,2.72,3.28,2.92,1.6,5.5,3.62,120.94,1,0,0,0,0,0,0,0,0,0,0,50.58,1,34.84,1,0,0,29.98,1,0,0,59.9,1,2.99,21.2,27.61,68.32,27.56,83.77,17.88,80.13,17.78,67.85,30.03,29.13,False
07/01/17 22,1.5,2.72,3.03,2.67,1.92,5.5,3.42,122.18,1,0,0,0,0,36.5,1,0,0,0,0,50.29,1,35.07,1,0,0,30.08,1,0,0,58.97,1,2.99,20.48,26.48,85.95,26.55,83.32,16.98,78.83,16.87,66.61,29.34,28.44,False
07/01/17 23,1.04,2.42,3.42,2.4,1.99,5.5,2.96,122.15,1,0,0,0,0,36.05,1,0,0,0,0,50.09,1,34.41,1,0,0,30.23,1,0,0,60.55,1,2.99,20.5,26.28,86.55,26.35,83.51,17.09,80.07,16.98,66.24,29.14,28.24,False
08/01/17 00,0.85,2.32,3.83,2.32,2.33,5.5,2.54,97.96,1,97.98,1,0,0,34.37,1,0,0,0,0,49.32,1,34.79,1,0,0,29.69,1,0,0,84.43,1,2.97,34.07,26.74,89.9,26.8,85.46,19.64,81.97,19.53,70.51,29.69,28.79,False
08/01/17 01,0.8,2.33,4.34,2.72,2.79,5.5,3.1,97.67,1,97.69,1,0,0,33.23,1,0,0,0,0,48.65,1,34.13,1,0,0,28.93,1,0,0,85.23,1,2.97,34.22,26.78,91.84,26.84,86.76,20.06,83.5,19.96,73.32,29.72,28.82,False
08/01/17 02,0.79,2.37,4.89,3.3,3.42,5.5,4.04,97.54,1,97.56,1,0,0,33.09,1,0,0,0,0,48.02,1,33.94,1,0,0,28.7,1,0,0,85.37,1,2.97,34.3,26.84,92.1,26.89,87.99,20.2,83.97,20.1,74.17,29.76,28.86,False
08/01/17 03,0.81,2.47,5.27,4,4.06,5.48,4.8,95.62,1,95.64,1,0,0,0,0,0,0,0,0,47.76,1,0,0,0,0,0,0,0,0,87.48,1,2.98,35.32,28.48,76.37,28.44,90,29.64,65.19,29.64,61.54,31.04,30.14,False
08/01/17 04,1.15,3.04,5.06,4.18,3.71,5.28,3.95,94.09,1,94.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.63,1,2.98,36.14,31.64,76.7,31.64,69.7,30.56,64.82,30.56,60.75,33.94,33.04,False
08/01/17 05,1.53,3.81,4.88,3.49,3.36,5.05,3.09,93.7,1,93.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.59,1,2.98,36.35,32.22,76.22,32.22,69.1,30.92,64.46,30.92,59.81,34.51,33.61,False
08/01/17 06,1.86,4.44,4.69,3.22,3.01,4.97,2.73,95.18,1,95.19,1,0,0,0,0,0,0,0,0,49.55,1,0,0,0,0,31.89,1,0,0,78.69,1,2.98,35.56,29.93,75.75,29.89,88.1,27.55,63.77,27.43,71.1,32.44,31.54,False
08/01/17 07,2.05,4.75,4.47,3.85,2.57,5.34,3.58,95.88,1,95.9,1,0,0,0,0,0,0,0,0,49.24,1,0,0,0,0,31.7,1,0,0,74.59,1,2.98,35.19,30.08,75.02,30.04,88.86,27.39,63.06,27.27,71.59,32.58,31.68,False
08/01/17 08,2.2,5.02,4.22,4.49,2.07,5.5,4.62,94.93,1,94.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.12,1,0,0,59.99,1,2.98,35.69,32.55,73.12,32.55,66.57,27.96,62.26,27.84,74.16,34.79,33.89,False
08/01/17 09,2.55,5.52,3.89,3.29,1.52,5.24,3.6,90.19,1,90.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,38.2,30.52,71.71,30.52,62.66,33.35,60.83,33.35,57.02,42.11,31.71,False
08/01/17 10,2.89,5.09,3.52,3.17,1.79,5,2.35,93.21,1,93.23,1,0,0,0,0,0,0,0,0,50.36,1,35.93,1,0,0,31.32,1,0,0,0,0,2.98,36.61,28.08,70.38,28.04,84.66,21.62,81.97,21.51,67.14,39.69,29.45,False
08/01/17 11,3.09,4.56,3.11,3.15,2.21,5.16,2.39,92.93,1,92.95,1,0,0,0,0,0,0,0,0,50.05,1,36.07,1,0,0,31.33,1,0,0,0,0,2.98,36.76,27.57,70.6,27.52,84.76,21.81,81.9,21.69,67.29,39.9,28.94,False
08/01/17 12,3.29,3.85,3.14,3.2,2.56,5.32,2.45,92.5,1,92.52,1,0,0,35.15,1,0,0,0,0,48.46,1,36.08,1,0,0,31.44,1,0,0,0,0,2.98,36.98,23.59,85.44,23.66,83.94,22.07,82.15,21.95,67.19,40.2,25.37,False
08/01/17 13,3.5,2.97,3.52,3.23,2.89,5.46,2.44,92.92,1,92.94,1,0,0,34.06,1,0,0,0,0,47.95,1,35.83,1,0,0,31.4,1,0,0,0,0,2.98,36.76,22.9,86.58,22.96,84.18,22.03,82.55,21.91,67.25,40.03,24.65,False
08/01/17 14,3.67,2.1,3.94,3.37,3.26,5.5,2.55,92.08,1,92.1,1,0,0,33.4,1,0,0,0,0,48.01,1,35.87,1,0,0,31.06,1,0,0,0,0,2.98,37.2,22.1,86.87,22.16,83.25,22.6,83.05,22.48,69.01,40.55,23.84,False
08/01/17 15,3.88,1.24,4.35,3.23,3.64,5.5,2.73,92.47,1,92.49,1,0,0,33.08,1,0,0,0,0,47.53,1,35.58,1,0,0,31.63,1,0,0,0,0,2.98,37,21.33,86.62,21.39,83.36,22.42,83.38,22.3,66.86,40.4,23.06,False
08/01/17 16,4.02,0.5,4.75,3.23,3.92,5.5,2.37,95.84,1,95.86,1,0,0,35.51,1,0,0,0,0,49.41,1,0,0,0,0,32.5,1,0,0,109.86,1,2.98,35.21,25.39,86.61,25.46,83.94,28.42,62.13,28.29,69.79,28.54,27.64,False
08/01/17 17,3.89,0.76,5.12,3.13,3.07,5.5,2.59,96.21,1,96.23,1,0,0,34.85,1,0,0,0,0,49.7,1,0,0,0,0,33.04,1,0,0,107.21,1,2.98,35.01,25.58,87.94,25.64,83.56,28.11,61.27,27.98,67.53,28.7,27.8,False
08/01/17 18,3.76,1.14,5.06,2.9,2.21,5.5,2.26,96.29,1,96.31,1,0,0,0,0,0,0,0,0,50.47,1,0,0,0,0,32.73,1,0,0,96.74,1,2.98,34.97,27.52,70.4,27.47,83.88,28.09,60.42,27.96,68.61,30.15,29.25,False
08/01/17 19,3.64,1.62,4.6,2.71,1.35,5.5,2.26,96.77,1,96.79,1,0,0,0,0,0,0,0,0,50.43,1,36.1,1,0,0,30.92,1,0,0,91.74,1,2.98,34.71,27.7,70.09,27.66,84.16,20.76,80.81,20.65,67.64,30.3,29.4,False
08/01/17 20,3.42,2.05,4.14,2.67,1.67,5.5,2.24,97.07,1,97.09,1,0,0,0,0,0,0,0,0,50.18,1,35.93,1,0,0,31.25,1,0,0,88.28,1,2.97,34.55,27.95,69,27.91,84.91,20.47,80.83,20.36,66.23,30.53,29.63,False
08/01/17 21,3.19,2.44,3.66,2.84,1.96,5.48,1.85,97.25,1,97.27,1,0,0,0,0,0,0,0,0,50.55,1,35.73,1,0,0,31.16,1,0,0,85.43,1,2.97,34.45,28.18,69.45,28.14,84.4,20.37,81.07,20.25,66.42,30.74,29.84,False
08/01/17 22,2.98,2.8,3.21,2.82,2.27,5.5,1.76,96.89,1,96.91,1,0,0,0,0,0,0,0,0,50.73,1,35.5,1,0,0,30.68,1,0,0,84.32,1,2.98,34.64,28.47,70.37,28.43,84.32,20.68,81.78,20.57,68.37,31.03,30.13,False
08/01/17 23,2.81,3.07,3.03,2.75,2.65,5.5,2,96.77,1,96.79,1,0,0,35.15,1,0,0,0,0,49.97,1,35.46,1,0,0,30.28,1,0,0,88.66,1,2.98,34.71,27.48,89.31,27.54,84.95,20.8,81.97,20.69,69.77,30.48,29.58,False
09/01/17 00,2.66,3.1,3.54,2.93,3.01,5.5,2.48,96.61,1,96.63,1,0,0,35.96,1,0,0,0,0,49.6,1,35.01,1,0,0,30.35,1,0,0,88.72,1,2.98,34.79,27.5,87.92,27.57,85.69,20.91,82.87,20.8,69.67,30.51,29.61,False
09/01/17 01,2.53,3.13,3.99,3.25,3.48,5.5,2.85,96.53,1,96.55,1,0,0,34.62,1,0,0,0,0,49.1,1,34.73,1,0,0,29.56,1,0,0,88.48,1,2.98,34.84,27.57,90.32,27.63,86.72,21.17,83.61,21.07,72.47,30.55,29.65,False
09/01/17 02,2.43,3.18,4.5,3.72,4,5.5,3.66,95.86,1,95.88,1,0,0,33.98,1,0,0,0,0,48.45,1,0,0,0,0,30.78,1,0,0,90.84,1,2.98,35.2,27.68,91.5,27.74,88.04,27.72,64.49,27.61,75.04,30.66,29.76,False
09/01/17 03,2.52,3.27,5.03,4.35,3.51,5.5,4.62,95.7,1,95.72,1,0,0,33.28,1,0,0,0,0,48.21,1,0,0,0,0,30.25,1,0,0,90.94,1,2.98,35.28,27.8,92.77,27.86,88.6,27.9,64.15,27.79,77.01,30.76,29.86,False
09/01/17 04,2.76,3.82,5.19,3.75,3.04,5.3,3.96,92.62,1,92.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.03,1,2.98,36.92,32.64,76.19,32.64,68.7,31.95,63.52,31.95,60.68,34.96,34.06,False
09/01/17 05,3.12,4.61,4.97,2.95,2.54,5.07,3.08,95.13,1,95.15,1,0,0,0,0,0,0,0,0,49.79,1,0,0,0,0,0,0,0,0,81.28,1,2.98,35.59,30.19,76.38,30.15,87.9,31.1,63.77,31.1,59.59,32.73,31.83,False
09/01/17 06,3.27,4.93,4.78,3.57,2.22,4.96,2.6,94.51,1,94.53,1,0,0,0,0,0,0,0,0,49.61,1,0,0,0,0,32.27,1,0,0,80.46,1,2.98,35.92,30.49,76.89,30.45,88.55,28.49,62.93,28.37,70.7,33.02,32.12,False
09/01/17 07,3.39,5.26,4.64,4.2,1.77,5.31,3.37,95.22,1,95.24,1,0,0,0,0,0,0,0,0,50.83,1,0,0,0,0,32.48,1,0,0,76.83,1,2.98,35.54,30.6,74.72,30.56,86.25,28.27,62.28,28.14,69.71,33.12,32.22,False
09/01/17 08,3.44,5.45,4.37,4.26,1.63,5.5,3.8,92.35,1,92.37,1,0,0,0,0,0,0,0,0,50.04,1,36.51,1,0,0,30.48,1,0,0,0,0,2.98,37.06,28.46,68.9,28.42,85.67,22.35,81.65,22.24,70.66,40.33,29.84,False
09/01/17 09,3.65,4.92,3.88,4.26,1.97,5.5,4.11,92.03,1,92.05,1,0,0,0,0,0,0,0,0,49.91,1,35.98,1,0,0,30.42,1,0,0,0,0,2.98,37.23,27.94,70.58,27.9,85.41,22.75,83.01,22.64,71.28,40.57,29.32,False
09/01/17 10,3.86,4.39,3.46,4.21,2.48,5.5,4.47,92.65,1,92.67,1,0,0,0,0,0,0,0,0,49.8,1,35.87,1,0,0,30.6,1,0,0,0,0,2.98,36.9,27.42,72.22,27.38,85.11,22.52,82.96,22.41,70.47,40.3,28.8,False
09/01/17 11,4.03,3.87,3.13,4.1,2.94,5.5,4.61,91.91,1,91.93,1,0,0,0,0,0,0,0,0,49.13,1,36.13,1,0,0,30.28,1,0,0,0,0,2.98,37.29,26.94,70.89,26.9,85.93,22.97,82.96,22.86,71.95,40.75,28.31,False
09/01/17 12,4.28,3.16,3.19,4.28,3.35,5.31,3.91,89.11,1,89.13,1,0,0,32.64,1,0,0,0,0,47.78,1,38,1,0,0,0,0,0,0,0,0,2.98,38.76,23.28,89.27,23.33,84.85,30.6,87.08,30.6,57.29,42.72,25.01,False
09/01/17 13,4.51,2.31,3.7,4.35,3.93,5.04,2.55,112.86,1,0,0,0,0,34.4,1,0,0,0,0,46.98,1,34.66,1,0,0,31.16,1,0,0,0,0,2.99,25.84,22.31,85.44,22.38,85.34,22.51,85.07,22.39,68.55,38.4,24.06,False
09/01/17 14,4.49,1.57,4.07,4.2,3.72,5.32,3.02,112.39,1,0,0,0,0,33.94,1,0,0,0,0,0,0,0,0,0,0,33.02,1,0,0,0,0,2.99,26.11,25.5,89.39,25.6,62.87,29.15,62.57,29.03,68.64,38.7,26.88,False
09/01/17 15,4.51,1.1,4.55,3.01,2.95,5.5,3.17,111.75,1,0,0,0,0,32.49,1,0,0,0,0,47.49,1,0,0,0,0,31.8,1,0,0,0,0,2.99,26.47,21.27,87.49,21.32,83.36,29.55,62.85,29.43,73.4,38.97,22.99,False
09/01/17 16,4.47,0.52,4.98,3.08,2.34,5.5,3.89,116.46,1,0,0,0,0,33.94,1,0,0,0,0,49.25,1,0,0,0,0,31.42,1,0,0,100.88,1,2.99,23.79,25.21,89.09,25.27,84.06,27.39,60.91,27.28,72.56,28.26,27.36,False
09/01/17 17,4.09,0.77,5.22,3.08,1.53,5.5,4.41,115.62,1,0,0,0,0,0,0,0,0,0,0,49.13,1,0,0,0,0,31.48,1,0,0,93.88,1,2.99,24.27,27.06,72.86,27.02,86.05,27.76,60.79,27.64,72.71,29.67,28.77,False
09/01/17 18,3.69,1.19,4.84,3.47,1.69,5.5,4.76,118.17,1,0,0,0,0,0,0,0,0,0,0,49.27,1,35.3,1,0,0,29.5,1,0,0,82.54,1,2.99,22.8,26.85,72.81,26.81,85.57,19.79,81.24,19.69,71.26,29.39,28.49,False
09/01/17 19,3.33,1.57,4.48,3.71,2.15,5.17,3.23,118.05,1,0,0,0,0,0,0,0,0,0,0,49.56,1,37.3,1,0,0,0,0,0,0,81.51,1,2.99,22.88,27.18,72.84,27.14,85.32,25.5,83.3,25.5,55.25,29.71,28.81,False
09/01/17 20,2.89,1.86,4.12,3.82,2.5,5.09,2.46,119.65,1,0,0,0,0,0,0,0,0,0,0,49.69,1,35.14,1,0,0,30.66,1,0,0,72.59,1,2.99,21.95,27.1,70.02,27.06,85,18.54,80.27,18.43,66.26,29.58,28.68,False
09/01/17 21,2.44,2.09,3.68,3.81,2.69,5.16,2.21,120.54,1,0,0,0,0,0,0,0,0,0,0,50.03,1,34.68,1,0,0,30.58,1,0,0,67.05,1,2.99,21.43,27.15,70.14,27.11,84.38,18.07,80.59,17.96,66.07,29.6,28.7,False
09/01/17 22,1.99,2.25,3.26,3.56,2.95,5.21,1.94,120.68,1,0,0,0,0,0,0,0,0,0,0,49.64,1,34.58,1,0,0,30.56,1,0,0,64.68,1,2.99,21.35,27.27,67.21,27.23,85.26,17.98,80.68,17.87,66.06,29.71,28.81,False
09/01/17 23,1.55,2.23,3.19,3.68,3.2,5.26,1.75,121.11,1,0,0,0,0,35.54,1,0,0,0,0,49.47,1,34.32,1,0,0,30.45,1,0,0,66.47,1,2.99,21.1,26.34,87.5,26.41,84.78,17.76,80.89,17.65,66.18,29.21,28.31,False
10/01/17 00,1.13,2.03,3.64,3.67,3.48,5.35,1.68,121.86,1,0,0,0,0,33.56,1,0,0,0,0,49.22,1,33.7,1,0,0,29.97,1,0,0,63.92,1,2.99,20.67,26.16,90.67,26.22,85.07,17.52,81.68,17.42,67.53,28.99,28.09,False
10/01/17 01,0.89,1.96,4.18,3.78,3.89,5.5,2.18,98.38,1,98.4,1,0,0,33.46,1,0,0,0,0,47.96,1,34.17,1,0,0,29.99,1,0,0,85.52,1,2.97,33.84,26.43,91.09,26.49,87.69,19.56,82.93,19.45,69.48,29.36,28.46,False
10/01/17 02,0.91,2.02,4.71,4.39,3.51,5.5,2.7,97.41,1,97.43,1,0,0,33.36,1,0,0,0,0,48.19,1,0,0,0,0,30.48,1,0,0,89.42,1,2.97,34.36,26.52,91.35,26.58,87.35,26.32,63.9,26.21,74.65,29.48,28.58,False
10/01/17 03,1.05,2.4,5.25,3.63,3,5.5,3.76,95.95,1,95.97,1,0,0,33.21,1,0,0,0,0,0,0,0,0,0,0,29.86,1,0,0,81.4,1,2.98,35.15,28.9,93.98,29,67.26,27.1,63.55,26.99,77.44,31.44,30.54,False
10/01/17 04,1.3,2.96,5.23,3.24,2.51,5.45,4.58,95.22,1,95.24,1,0,0,0,0,0,0,0,0,49.02,1,0,0,0,0,0,0,0,0,87.2,1,2.98,35.54,28.88,76.59,28.84,88.07,30.05,63.43,30.05,61.03,31.44,30.54,False
10/01/17 05,1.6,3.37,5.03,3.89,2.11,5.23,3.62,95.06,1,95.08,1,0,0,0,0,0,0,0,0,48.7,1,0,0,0,0,0,0,0,0,85.89,1,2.98,35.62,29.23,76.89,29.19,89.01,30.28,62.28,30.28,61.03,31.79,30.89,False
10/01/17 06,1.9,3.81,4.87,4.36,1.55,5.02,3.02,94.06,1,94.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.82,1,2.98,36.15,32.16,74.7,32.16,67.53,30.95,61.9,30.95,57.88,34.44,33.54,False
10/01/17 07,2.06,4.49,4.59,3.3,1.88,5.07,2.81,96.62,1,96.64,1,0,0,0,0,0,0,0,0,0,0,34.85,1,0,0,30.63,1,0,0,56.61,1,2.98,34.79,31.76,71.76,31.76,64.88,20.46,82.68,20.35,68.29,33.98,33.08,False
10/01/17 08,2,4.8,4.19,3.33,2.46,5.31,3.14,97.09,1,97.1,1,0,0,0,0,0,0,0,0,50.37,1,34.76,1,0,0,30.38,1,0,0,69.48,1,2.97,34.54,29.91,72.74,29.87,86.48,20.38,82.77,20.28,69.03,32.39,31.49,False
10/01/17 09,1.93,4.99,3.85,3.65,3,5.5,3.7,97.4,1,97.42,1,0,0,0,0,0,0,0,0,51.19,1,34.81,1,0,0,30.19,1,0,0,67,1,2.97,34.37,30.01,69.1,29.97,84.94,20.24,82.54,20.13,69.53,32.48,31.58,False
10/01/17 10,1.85,5.15,3.38,3.46,3.45,5.5,3.84,96.68,1,96.7,1,0,0,0,0,0,0,0,0,50.02,1,35.1,1,0,0,30.33,1,0,0,67.84,1,2.98,34.76,30.24,71.35,30.2,87.5,20.39,82.2,20.28,69.22,32.7,31.8,False
10/01/17 11,1.84,5.34,3.01,3.94,3.78,5.5,3.87,97.37,1,97.39,1,0,0,0,0,0,0,0,0,50.28,1,34.74,1,0,0,29.33,1,0,0,64.19,1,2.97,34.39,30.32,69.79,30.28,87.08,20.43,82.85,20.33,72.43,32.77,31.87,False
10/01/17 12,1.83,5.16,3.46,4.25,3.67,5.5,4.6,96.75,1,96.77,1,0,0,35.95,1,0,0,0,0,50.26,1,0,0,0,0,30.63,1,0,0,72.32,1,2.98,34.72,29.37,89.82,29.44,86.28,27.08,63.98,26.97,74.92,32.29,31.39,False
10/01/17 13,2.02,5.05,3.97,4.37,3.14,5.26,3.7,95.44,1,95.46,1,0,0,34.59,1,0,0,0,0,50.35,1,0,0,0,0,0,0,0,0,80.23,1,2.98,35.42,29.43,92.23,29.49,86.14,30.39,63.61,30.39,56.68,32.37,31.47,False
10/01/17 14,2.23,5,4.53,4.42,2.64,5.01,2.39,96.67,1,96.69,1,0,0,35.76,1,0,0,0,0,49.87,1,0,0,0,0,32.65,1,0,0,74.6,1,2.98,34.76,29.27,90.06,29.34,86.94,27.04,61.39,26.91,67.87,32.2,31.3,False
10/01/17 15,2.3,5.11,5.02,3.83,1.86,5.2,2.49,96.54,1,96.56,1,0,0,35.82,1,0,0,0,0,0,0,0,0,0,0,32.69,1,0,0,67.16,1,2.98,34.83,30.66,91.33,30.77,62.05,27.12,61.43,26.99,67.79,33.14,32.24,False
10/01/17 16,2.3,5.35,5.19,3.03,1.72,5.35,2.48,96.66,1,96.68,1,0,0,0,0,0,0,0,0,51.02,1,35.28,1,0,0,30.83,1,0,0,68.06,1,2.98,34.77,30.4,73.74,30.36,85.67,20.47,81.96,20.36,67.64,32.87,31.97,False
10/01/17 17,2.24,5.52,4.84,3.19,2.21,5.5,2.72,93.08,1,93.1,1,0,0,0,0,0,0,0,0,49.92,1,35.71,1,0,0,30.7,1,0,0,0,0,2.98,36.67,28.54,74.76,28.5,86,21.62,82.36,21.51,69.23,39.58,29.91,False
10/01/17 18,2.49,4.99,4.56,3.49,2.64,5.5,2.94,92.63,1,92.65,1,0,0,0,0,0,0,0,0,49.96,1,35.65,1,0,0,30.45,1,0,0,0,0,2.98,36.92,28.01,72.77,27.97,85.39,22.04,82.88,21.93,70.46,39.91,29.38,False
10/01/17 19,2.74,4.46,4.2,3.61,3.1,5.5,3.36,92.32,1,92.34,1,0,0,0,0,0,0,0,0,49.16,1,35.65,1,0,0,30.69,1,0,0,0,0,2.98,37.08,27.54,72.05,27.5,86.45,22.23,83.07,22.12,69.87,40.16,28.91,False
10/01/17 20,3,3.94,3.83,3.98,3.52,5.5,3.58,93.5,1,93.52,1,0,0,0,0,0,0,0,0,49.38,1,35.65,1,0,0,30.72,1,0,0,0,0,2.98,36.45,27,72.54,26.96,85.49,21.75,82.6,21.64,69.29,39.57,28.37,False
10/01/17 21,3.17,3.42,3.5,4.08,3.83,5.5,3.65,92.44,1,92.46,1,0,0,0,0,0,0,0,0,49.79,1,35.58,1,0,0,30.87,1,0,0,0,0,2.98,37.01,26.45,67.79,26.41,84.15,22.33,83.3,22.22,69.37,40.21,27.82,False
10/01/17 22,3.48,2.89,3,3.67,3.57,5.5,3.79,92.41,1,92.42,1,0,0,35.39,1,0,0,0,0,48.14,1,0,0,0,0,32.61,1,0,0,0,0,2.98,37.03,22.65,84.43,22.72,83.58,29.47,62.62,29.35,70.44,40.64,24.42,False
10/01/17 23,3.77,2.01,3.35,3.51,2.83,5.5,3.86,90.46,1,90.48,1,0,0,34.39,1,0,0,0,0,47.77,1,0,0,0,0,32.06,1,0,0,0,0,2.98,38.06,21.92,85.05,21.98,83.52,30.61,61.3,30.49,73.55,41.86,23.68,False
11/01/17 00,4.13,1.14,3.72,3.44,2.01,5.5,4.49,90.75,1,90.77,1,0,0,33.63,1,0,0,0,0,47.07,1,0,0,0,0,31.62,1,0,0,0,0,2.98,37.9,21.22,85.61,21.28,84.08,30.7,61.3,30.58,75.18,41.78,22.96,False
11/01/17 01,4.39,0.57,4.11,3.62,1.61,5.29,3.82,94.33,1,94.35,1,0,0,34.23,1,0,0,0,0,48.89,1,37.81,1,0,0,0,0,0,0,113.66,1,2.98,36.01,25.72,89.13,25.78,85.24,28.48,85.32,28.48,59.2,28.87,27.97,False
11/01/17 02,4.33,0.89,4.58,3.8,2.23,4.98,2.53,94.57,1,94.59,1,0,0,33.04,1,0,0,0,0,48.33,1,37.54,1,0,0,0,0,0,0,111.03,1,2.98,35.89,26.02,91.37,26.08,86.59,28.4,85.76,28.4,58.02,29.13,28.23,False
11/01/17 03,4.17,1.18,5.12,4.23,2.79,5.12,2.68,94.26,1,94.28,1,0,0,32.43,1,0,0,0,0,47.66,1,34.76,1,0,0,30.8,1,0,0,109.27,1,2.98,36.05,26.31,92.63,26.37,88.1,22.71,85.1,22.6,69.99,29.39,28.49,False
11/01/17 04,4.12,1.84,5.14,3.95,3.53,5.45,3.41,93.24,1,93.26,1,0,0,0,0,0,0,0,0,0,0,34.57,1,0,0,30.4,1,0,0,81.79,1,2.98,36.59,31.32,76.48,31.32,69.31,23.15,85.87,23.04,71.75,33.67,32.77,False
11/01/17 05,4.21,2.7,4.95,3.23,3.86,5.5,4.77,93.48,1,93.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.02,1,0,0,78.28,1,2.98,36.47,31.83,76.66,31.83,67.49,29.59,64.76,29.48,76.12,34.17,33.27,False
11/01/17 06,4.38,3.28,4.78,3.56,3.46,5.27,3.91,94.31,1,94.33,1,0,0,0,0,0,0,0,0,49.61,1,0,0,0,0,0,0,0,0,92.7,1,2.98,36.02,29.47,75.5,29.43,87.52,32.07,63.91,32.07,59.42,32.07,31.17,False
11/01/17 07,4.5,3.73,4.54,4.06,2.95,4.97,2.66,113.19,1,0,0,0,0,0,0,0,0,0,0,50.14,1,0,0,0,0,0,0,0,0,86.79,1,2.99,25.65,29.56,73.83,29.52,86.58,31.75,63.35,31.75,54.94,32.13,31.23,False
11/01/17 08,4.27,4.07,4.23,4.29,2.44,5.12,2.59,115.81,1,0,0,0,0,0,0,0,0,0,0,50.5,1,0,0,0,0,32.91,1,0,0,75.3,1,2.99,24.16,29.38,69.6,29.34,85.68,27.52,60.46,27.39,67.38,31.88,30.98,False
11/01/17 09,3.95,4.32,3.77,4.23,1.56,5.25,2.43,116.59,1,0,0,0,0,0,0,0,0,0,0,50.38,1,0,0,0,0,32.77,1,0,0,70.38,1,2.99,23.72,29.47,69.49,29.43,86.01,27.07,59.52,26.94,67.46,31.94,31.04,False
11/01/17 10,3.53,4.46,3.32,4.28,1.54,5.35,2.27,117.73,1,0,0,0,0,0,0,0,0,0,0,50.42,1,35.21,1,0,0,30.91,1,0,0,62.52,1,2.99,23.06,29.4,70.47,29.36,85.88,19.71,81.32,19.6,66.62,31.84,30.94,False
11/01/17 11,3.14,4.58,2.92,4.28,1.98,5.45,2.16,118.37,1,0,0,0,0,35.28,1,0,0,0,0,49.64,1,34.85,1,0,0,30.77,1,0,0,62.53,1,2.99,22.69,28.57,90.21,28.64,86.67,19.4,81.64,19.29,66.75,31.42,30.52,False
11/01/17 12,2.74,4.39,3.45,4.33,2.44,5.5,2.19,118.9,1,0,0,0,0,35.92,1,0,0,0,0,0,0,34.82,1,0,0,29.84,1,0,0,53.95,1,2.99,22.38,29.45,89.96,29.57,57.47,19.26,81.55,19.16,69.67,31.88,30.98,False
11/01/17 13,2.35,4.41,3.96,2.9,2.84,5.5,2.65,119.74,1,0,0,0,0,36.12,1,0,0,0,0,50.4,1,35.12,1,0,0,28.24,1,0,0,57.82,1,2.99,21.9,28.14,88.29,28.21,84.78,19.04,80.8,18.94,74.37,31,30.1,False
11/01/17 14,1.94,4.11,4.4,2.97,3.06,5.5,3.84,119.08,1,0,0,0,0,35.01,1,0,0,0,0,50.04,1,34.52,1,0,0,29.62,1,0,0,61.71,1,2.99,22.28,28.07,90.14,28.13,85.39,19.21,82,19.11,70.32,30.91,30.01,False
11/01/17 15,1.6,3.86,4.9,3.19,3.47,5.5,4.14,119.87,1,0,0,0,0,34.57,1,0,0,0,0,49.98,1,34.45,1,0,0,29.31,1,0,0,59.79,1,2.99,21.82,27.77,90.6,27.84,85.22,18.78,81.69,18.68,70.85,30.61,29.71,False
11/01/17 16,1.25,3.6,5.39,3.34,3.8,5.5,4.52,119.37,1,0,0,0,0,0,0,0,0,0,0,50.09,1,34.35,1,0,0,29.47,1,0,0,58.87,1,2.99,22.11,28.48,72.84,28.44,85.6,19.03,82.1,18.93,70.6,30.9,30,False
